Period	Document Number	Item	Transaction Bin Quantity	Transfer Type	Source Bin Number	Destination Bin Number
Mar 2024	BINT110805	31S-9	60	Inbound Staging	QDCIN1	Q180328
Mar 2024	BINT110806	31S-9	60	Inbound Staging	QDCIN1	Q180327
Mar 2024	BINT110807	31S-9	60	Inbound Staging	QDCIN1	Q180326
Mar 2024	BINT110809	31S-9	60	Inbound Staging	QDCIN1	Q180325
Mar 2024	BINT110811	31S-9	60	Inbound Staging	QDCIN1	Q180324
Mar 2024	BINT110812	31S-9	60	Inbound Staging	QDCIN1	Q180323
Mar 2024	BINT110813	31S-9	60	Inbound Staging	QDCIN1	Q180322
Mar 2024	BINT110814	31S-9	60	Inbound Staging	QDCIN1	Q180321
Mar 2024	BINT110816	31S-9	60	Inbound Staging	QDCIN1	Q180320
Mar 2024	BINT110817	31S-9	60	Inbound Staging	QDCIN1	Q180319
Mar 2024	BINT110819	31S-9	60	Inbound Staging	QDCIN1	Q180318
Mar 2024	BINT110820	31S-9	60	Inbound Staging	QDCIN1	Q180317
Mar 2024	BINT110821	31S-9	60	Inbound Staging	QDCIN1	Q180316
Mar 2024	BINT110822	31S-9	60	Inbound Staging	QDCIN1	Q180315
Mar 2024	BINT110824	31S-9	60	Inbound Staging	QDCIN1	Q180314
Mar 2024	BINT110825	31S-9	60	Inbound Staging	QDCIN1	Q180313
Mar 2024	BINT110826	31S-9	60	Inbound Staging	QDCIN1	Q180312
Mar 2024	BINT110828	31S-9	60	Inbound Staging	QDCIN1	Q180311
Mar 2024	BINT110856	181100F	60	Inbound Staging	QDCIN2	Q270144
Mar 2024	BINT110857	FMG-116	300	Inbound Staging	QDCIN2	Q270144
Mar 2024	BINT110858	EGM1150-31S	60	Inbound Staging	QDCIN1	Q250233
Mar 2024	BINT110859	RNW8652524	9	Inbound Staging	QDCIN1	Q170240
Mar 2024	BINT110860	MNBE-D	2	Inbound Staging	QDCIN1	Q170210
Mar 2024	BINT110861	922-7254	2	Inbound Staging	QDCIN1	Q270124
Mar 2024	BINT110862	940-0001-S005	1	Inbound Staging	QDCIN1	Q170124
Mar 2024	BINT110863	BCIDATA	35	Inbound Staging	QDCIN1	Quebec DC
Mar 2024	BINT110864	SWXFR1220	3	Inbound Staging	QDCIN1	Q270124
Mar 2024	BINT110865	SW1210	3	Inbound Staging	QDCIN1	Q270124
Mar 2024	BINT110867	BLS-7721	5	Inbound Staging	QDCIN1	Quebec DC
Mar 2024	BINT110868	510430-006	6	Inbound Staging	QDCIN2	Quebec DC
Mar 2024	BINT110869	5317-36	58	Inbound Staging	QDCIN2	Quebec DC
Mar 2024	BINT110870	MNEPV6	80	Inbound Staging	QDCIN2	Quebec DC
Mar 2024	BINT110871	BLS-5018	6	Inbound Staging	QDCIN2	Quebec DC
Mar 2024	BINT110872	VESCC010060200	1	Inbound Staging	QDCIN2	Quebec DC
Mar 2024	BINT110873	941-0009	1	Inbound Staging	QDCIN2	Quebec DC
Mar 2024	BINT110874	RNW13000040201	3	Inbound Staging	QDCIN2	Quebec DC
Mar 2024	BINT110875	RNW865115501	1	Inbound Staging	QDCIN2	Quebec DC
Mar 2024	BINT110876	RNWC12	1	Inbound Staging	QDCIN2	Quebec DC
Mar 2024	BINT110877	VEASS030550320	1	Inbound Staging	QDCIN2	Quebec DC
Mar 2024	BINT110878	VEASS050400000	1	Inbound Staging	QDCIN2	Quebec DC
Mar 2024	BINT110879	VEASS050600000	1	Inbound Staging	QDCIN2	Quebec DC
Mar 2024	BINT110880	VEBMS012201000	1	Inbound Staging	QDCIN2	Quebec DC
Mar 2024	BINT110881	VEBPC122514006	1	Inbound Staging	QDCIN2	Quebec DC
Mar 2024	BINT110882	VEORI242410110	1	Inbound Staging	QDCIN2	Quebec DC
Mar 2024	BINT110883	VESBS050100200	2	Inbound Staging	QDCIN2	Quebec DC
Mar 2024	BINT110538	31S-9	60	Inbound Staging	QDCIN2	Q160145
Mar 2024	BINT110539	31S-9	60	Inbound Staging	QDCIN2	Q160144
Mar 2024	BINT110540	31S-9	60	Inbound Staging	QDCIN2	Q160450
Mar 2024	BINT110541	31S-9	60	Inbound Staging	QDCIN2	Q160449
Mar 2024	BINT110542	31S-9	60	Inbound Staging	QDCIN2	Q160143
Mar 2024	BINT110543	31S-9	60	Inbound Staging	QDCIN2	Q160142
Mar 2024	BINT110544	31S-9	60	Inbound Staging	QDCIN2	Q160448
Mar 2024	BINT110546	31S-9	60	Inbound Staging	QDCIN2	Q160140
Mar 2024	BINT110547	31S-9	60	Inbound Staging	QDCIN2	Q160139
Mar 2024	BINT110548	31S-9	60	Inbound Staging	QDCIN2	Q160448
Mar 2024	BINT110549	31S-9	60	Inbound Staging	QDCIN2	Q160447
Mar 2024	BINT110550	31S-9	60	Inbound Staging	QDCIN2	Q160239
Mar 2024	BINT110551	31S-9	60	Inbound Staging	QDCIN2	Q160338
Mar 2024	BINT110552	31S-9	60	Inbound Staging	QDCIN2	Q160446
Mar 2024	BINT110553	31S-9	60	Inbound Staging	QDCIN2	Q160238
Mar 2024	BINT110554	31S-9	60	Inbound Staging	QDCIN2	Q160437
Mar 2024	BINT110555	31S-9	60	Inbound Staging	QDCIN2	Q160138
Mar 2024	BINT110556	31S-9	60	Inbound Staging	QDCIN2	Q180440
Mar 2024	BINT110557	31S-9	60	Inbound Staging	QDCIN2	Q160137
Mar 2024	BINT110558	31S-9	60	Inbound Staging	QDCIN2	Q180439
Mar 2024	BINT110559	31S-9	60	Inbound Staging	QDCIN2	Q160136
Mar 2024	BINT110560	31S-9	60	Inbound Staging	QDCIN2	Q180438
Mar 2024	BINT110561	31S-9	60	Inbound Staging	QDCIN2	Q160237
Mar 2024	BINT110562	6VRE5-3400TG	12	Inbound Staging	QDCIN1	Q270237
Mar 2024	BINT110563	31S-9	60	Inbound Staging	QDCIN2	Q160337
Mar 2024	BINT110564	6VRE5-3400TG	5	Inbound Staging	QDCIN1	Q270337
Mar 2024	BINT110565	6VRE5-HANDLE	5	Inbound Staging	QDCIN1	Q270337
Mar 2024	BINT110608	27DC	41	Inbound Staging	QDCIN2	Q190244
Mar 2024	BINT110610	31S-9	60	Inbound Staging	QDCIN2	Q180437
Mar 2024	BINT110611	31S-9	60	Inbound Staging	QDCIN2	Q180436
Mar 2024	BINT110612	31S-9	60	Inbound Staging	QDCIN2	Q180435
Mar 2024	BINT110613	31S-9	60	Inbound Staging	QDCIN2	Q180434
Mar 2024	BINT110614	31S-9	60	Inbound Staging	QDCIN2	Q180433
Mar 2024	BINT110617	31S-9	60	Inbound Staging	QDCIN2	Q180432
Mar 2024	BINT110618	31S-9	60	Inbound Staging	QDCIN2	Q180431
Mar 2024	BINT110619	31S-9	60	Inbound Staging	QDCIN2	Q180430
Mar 2024	BINT110622	31S-9	60	Inbound Staging	QDCIN2	Q180429
Mar 2024	BINT110623	31S-9	60	Inbound Staging	QDCIN2	Q180428
Mar 2024	BINT110625	31S-9	60	Inbound Staging	QDCIN2	Q180427
Mar 2024	BINT110629	31S-9	60	Inbound Staging	QDCIN2	Q180426
Mar 2024	BINT110632	31S-9	60	Inbound Staging	QDCIN2	Q160236
Mar 2024	BINT110633	31S-9	60	Inbound Staging	QDCIN2	Q180425
Mar 2024	BINT110635	31S-9	60	Inbound Staging	QDCIN2	Q160336
Mar 2024	BINT110637	31S-9	60	Inbound Staging	QDCIN2	Q180424
Mar 2024	BINT110655	31S-9	60	Inbound Staging	QDCIN2	Q160130
Mar 2024	BINT110656	31S-9	60	Inbound Staging	QDCIN2	Q160129
Mar 2024	BINT110657	31S-9	60	Inbound Staging	QDCIN2	Q160128
Mar 2024	BINT110658	31S-9	60	Inbound Staging	QDCIN2	Q160127
Mar 2024	BINT110659	31S-9	60	Inbound Staging	QDCIN2	Q160126
Mar 2024	BINT110660	31S-9	60	Inbound Staging	QDCIN2	Q160125
Mar 2024	BINT110661	31S-9	60	Inbound Staging	QDCIN2	Q160124
Mar 2024	BINT110662	31S-9	60	Inbound Staging	QDCIN2	Q160123
Mar 2024	BINT110663	31S-9	60	Inbound Staging	QDCIN2	Q180423
Mar 2024	BINT110664	31S-9	60	Inbound Staging	QDCIN2	Q180340
Mar 2024	BINT110665	31S-9	60	Inbound Staging	QDCIN2	Q180339
Mar 2024	BINT110666	31S-9	60	Inbound Staging	QDCIN2	Q180338
Mar 2024	BINT110667	31S-9	60	Inbound Staging	QDCIN2	Q180337
Mar 2024	BINT110668	31S-9	60	Inbound Staging	QDCIN2	Q180336
Mar 2024	BINT110670	31S-9	60	Inbound Staging	QDCIN2	Q160135
Mar 2024	BINT110671	31S-9	60	Inbound Staging	QDCIN2	Q180335
Mar 2024	BINT110673	31S-9	60	Inbound Staging	QDCIN2	Q160134
Mar 2024	BINT110674	31S-9	60	Inbound Staging	QDCIN2	Q180422
Mar 2024	BINT110675	31S-9	60	Inbound Staging	QDCIN2	Q160132
Mar 2024	BINT110676	31S-9	60	Inbound Staging	QDCIN2	Q160133
Mar 2024	BINT110678	AFSS1	1000	Inbound Staging	QDCIN1	Quebec DC
Mar 2024	BINT110679	AFSS2	1000	Inbound Staging	QDCIN1	Quebec DC
Mar 2024	BINT110681	CCS2	1000	Inbound Staging	QDCIN1	Quebec DC
Mar 2024	BINT110682	CEMIXS1	1000	Inbound Staging	QDCIN1	Quebec DC
Mar 2024	BINT110683	CES2	5000	Inbound Staging	QDCIN1	Quebec DC
Mar 2024	BINT110684	CET2	10000	Inbound Staging	QDCIN1	Quebec DC
Mar 2024	BINT110685	CET8	4000	Inbound Staging	QDCIN1	Quebec DC
Mar 2024	BINT110686	FLT8	3000	Inbound Staging	QDCIN1	Quebec DC
Mar 2024	BINT110687	FST8	4000	Inbound Staging	QDCIN1	Quebec DC
Mar 2024	BINT110688	JCBT2	500	Inbound Staging	QDCIN1	Quebec DC
Mar 2024	BINT110689	MPS1	2000	Inbound Staging	QDCIN1	Quebec DC
Mar 2024	BINT110690	PPCOMT8	500	Inbound Staging	QDCIN1	Quebec DC
Mar 2024	BINT110691	PPS1	1000	Inbound Staging	QDCIN1	Quebec DC
Mar 2024	BINT110692	PPS1DC	1000	Inbound Staging	QDCIN1	Quebec DC
Mar 2024	BINT110693	PPS1DP	2000	Inbound Staging	QDCIN1	Quebec DC
Mar 2024	BINT110694	PPS1M	1000	Inbound Staging	QDCIN1	Quebec DC
Mar 2024	BINT110695	PPS2	500	Inbound Staging	QDCIN1	Quebec DC
Mar 2024	BINT110696	PPT2	5000	Inbound Staging	QDCIN1	Quebec DC
Mar 2024	BINT110697	PX31T8	1000	Inbound Staging	QDCIN1	Quebec DC
Mar 2024	BINT110698	RCT8	2000	Inbound Staging	QDCIN1	Quebec DC
Mar 2024	BINT110699	RET2	500	Inbound Staging	QDCIN1	Quebec DC
Mar 2024	BINT110700	TG2	3000	Inbound Staging	QDCIN1	Quebec DC
Mar 2024	BINT110701	UNICOMS2	1000	Inbound Staging	QDCIN1	Quebec DC
Mar 2024	BINT110702	UNIDCS2	1000	Inbound Staging	QDCIN1	Quebec DC
Mar 2024	BINT110703	UNILGS2	1000	Inbound Staging	QDCIN1	Quebec DC
Mar 2024	BINT110704	UNIT2	8000	Inbound Staging	QDCIN1	Quebec DC
Mar 2024	BINT110705	UNIVS2	3000	Inbound Staging	QDCIN1	Quebec DC
Mar 2024	BINT110706	181100F	2	Inbound Staging	QDCIN2	Q270140
Mar 2024	BINT110707	4743-PK	4	Inbound Staging	QDCIN2	Q270140
Mar 2024	BINT110709	5738-005BS	74	Inbound Staging	QDCIN2	Q270140
Mar 2024	BINT110710	5738-005RS	100	Inbound Staging	QDCIN2	Q270140
Mar 2024	BINT110711	6237-5-34	10	Inbound Staging	QDCIN2	Q270140
Mar 2024	BINT110712	8323-5-E	1	Inbound Staging	QDCIN2	Q270140
Mar 2024	BINT110713	8323-E	1	Inbound Staging	QDCIN2	Q270140
Mar 2024	BINT110714	CFBAR1-M8XSP	5	Inbound Staging	QDCIN2	Q270140
Mar 2024	BINT110715	CFCOVER-1R	5	Inbound Staging	QDCIN2	Q270140
Mar 2024	BINT110421	8DBOX	16	Inbound Staging	QDCIN2	Q270126
Mar 2024	BINT110426	31A-9	60	Inbound Staging	QDCIN2	Q260444
Mar 2024	BINT110427	31A-9	60	Inbound Staging	QDCIN2	Q260443
Mar 2024	BINT110429	31A-9	60	Inbound Staging	QDCIN2	Q260442
Mar 2024	BINT110431	31A-9	60	Inbound Staging	QDCIN2	Q260441
Mar 2024	BINT110432	31A-9	60	Inbound Staging	QDCIN2	Q260440
Mar 2024	BINT110433	31A-9	60	Inbound Staging	QDCIN2	Q260439
Mar 2024	BINT110434	31A-9	60	Inbound Staging	QDCIN2	Q260438
Mar 2024	BINT110435	31A-9	60	Inbound Staging	QDCIN2	Q260437
Mar 2024	BINT110436	31A-9	60	Inbound Staging	QDCIN2	Q260436
Mar 2024	BINT110438	31A-9	60	Inbound Staging	QDCIN2	Q260434
Mar 2024	BINT110440	31A-9	60	Inbound Staging	QDCIN2	Q260433
Mar 2024	BINT110441	31A-9	60	Inbound Staging	QDCIN2	Q260432
Mar 2024	BINT110442	31A-9	60	Inbound Staging	QDCIN2	Q260431
Mar 2024	BINT110443	31A-9	60	Inbound Staging	QDCIN2	Q260341
Mar 2024	BINT110444	31A-9	60	Inbound Staging	QDCIN2	Q260430
Mar 2024	BINT110445	31A-9	60	Inbound Staging	QDCIN2	Q260340
Mar 2024	BINT110446	31A-9	60	Inbound Staging	QDCIN2	Q260331
Mar 2024	BINT110447	31A-9	60	Inbound Staging	QDCIN2	Q260329
Mar 2024	BINT110448	31A-9	60	Inbound Staging	QDCIN2	Q260429
Mar 2024	BINT110449	31A-9	60	Inbound Staging	QDCIN2	Q260428
Mar 2024	BINT110450	31A-9	60	Inbound Staging	QDCIN2	Q260327
Mar 2024	BINT110451	31A-9	60	Inbound Staging	QDCIN2	Q260427
Mar 2024	BINT110453	31A-9	60	Inbound Staging	QDCIN2	Q260426
Mar 2024	BINT110454	31A-9	60	Inbound Staging	QDCIN2	Q260424
Mar 2024	BINT110455	31S-9	60	Inbound Staging	QDCIN2	Q160253
Mar 2024	BINT110456	31S-9	60	Inbound Staging	QDCIN2	Q160454
Mar 2024	BINT110457	31S-9	60	Inbound Staging	QDCIN2	Q160453
Mar 2024	BINT110458	31S-9	60	Inbound Staging	QDCIN2	Q160452
Mar 2024	BINT110459	31S-9	60	Inbound Staging	QDCIN2	Q160451
Mar 2024	BINT110460	31S-9	60	Inbound Staging	QDCIN2	Q160252
Mar 2024	BINT110461	31S-9	60	Inbound Staging	QDCIN2	Q160154
Mar 2024	BINT110462	31S-9	60	Inbound Staging	QDCIN2	Q160153
Mar 2024	BINT110463	31S-9	60	Inbound Staging	QDCIN2	Q160152
Mar 2024	BINT110464	31S-9	60	Inbound Staging	QDCIN2	Q160151
Mar 2024	BINT110466	31S-9	60	Inbound Staging	QDCIN2	Q160150
Mar 2024	BINT110467	31S-9	60	Inbound Staging	QDCIN2	Q160251
Mar 2024	BINT110481	EGM1150-31S	120	Inbound Staging	QDCIN2	Q270101
Mar 2024	BINT110490	31S-9	60	Inbound Staging	QDCIN1	Q160250
Mar 2024	BINT110492	31S-9	60	Inbound Staging	QDCIN1	Q160249
Mar 2024	BINT110493	31S-9	60	Inbound Staging	QDCIN1	Q160149
Mar 2024	BINT110494	31S-9	60	Inbound Staging	QDCIN1	Q160348
Mar 2024	BINT110497	31S-9	60	Inbound Staging	QDCIN1	Q160248
Mar 2024	BINT110498	31S-9	60	Inbound Staging	QDCIN1	Q160148
Mar 2024	BINT110499	31S-9	60	Inbound Staging	QDCIN1	Q160147
Mar 2024	BINT110500	31S-9	60	Inbound Staging	QDCIN1	Q160247
Mar 2024	BINT110501	31S-9	60	Inbound Staging	QDCIN1	Q160347
Mar 2024	BINT110502	31S-9	60	Inbound Staging	QDCIN1	Q160146
Mar 2024	BINT110503	31S-9	60	Inbound Staging	QDCIN1	Q160246
Mar 2024	BINT110504	31S-9	60	Inbound Staging	QDCIN1	Q160346
Mar 2024	BINT110505	86-6MF	96	Inbound Staging	QDCIN2	Q220320
Mar 2024	BINT110506	34-7	80	Inbound Staging	QDCIN2	Q220313
Mar 2024	BINT110507	34-7	80	Inbound Staging	QDCIN2	Q220416
Mar 2024	BINT110508	86-6MF	96	Inbound Staging	QDCIN2	Q210417
Mar 2024	BINT110509	86-6MF	96	Inbound Staging	QDCIN2	Q210409
Mar 2024	BINT110511	24F-6	80	Inbound Staging	QDCIN2	Q190225
Mar 2024	BINT110516	EGM1150-31S	49	Inbound Staging	QDCIN2	Q250231
Mar 2024	BINT110517	EGM1150-31S	60	Inbound Staging	QDCIN2	Q250232
Mar 2024	BINT110521	34-7	80	Inbound Staging	QDCIN2	Q200320
Mar 2024	BINT110522	34-7	80	Inbound Staging	QDCIN2	Q200214
Mar 2024	BINT110332	31SAGM	60	Inbound Staging	QDCIN2	Q200402
Mar 2024	BINT110333	31SAGM	60	Inbound Staging	QDCIN2	Q200401
Mar 2024	BINT110334	31SAGM	60	Inbound Staging	QDCIN2	Q200402
Mar 2024	BINT110337	31SAGM	60	Inbound Staging	QDCIN2	Q200109
Mar 2024	BINT110338	31SAGM	60	Inbound Staging	QDCIN2	Q200308
Mar 2024	BINT110339	31SAGM	60	Inbound Staging	QDCIN2	Q200406
Mar 2024	BINT110340	31SAGM	60	Inbound Staging	QDCIN2	Q200303
Mar 2024	BINT110342	31SAGM	60	Inbound Staging	QDCIN2	Q200202
Mar 2024	BINT110343	31SAGM	60	Inbound Staging	QDCIN2	Q200305
Mar 2024	BINT110345	31SAGM	60	Inbound Staging	QDCIN2	Q190304
Mar 2024	BINT110346	31SAGM	60	Inbound Staging	QDCIN2	Q190406
Mar 2024	BINT110347	31SAGM	60	Inbound Staging	QDCIN2	Q190202
Mar 2024	BINT110362	H7AGM	72	Inbound Staging	QDCIN2	Q240323
Mar 2024	BINT110368	H7AGM	72	Inbound Staging	QDCIN2	Q240324
Mar 2024	BINT110370	H7AGM	72	Inbound Staging	QDCIN2	Q240423
Mar 2024	BINT110372	H7AGM	72	Inbound Staging	QDCIN2	Q240424
Mar 2024	BINT110373	H7AGM	72	Inbound Staging	QDCIN2	Q240425
Mar 2024	BINT110374	H7AGM	72	Inbound Staging	QDCIN2	Q240426
Mar 2024	BINT110376	H7AGM	72	Inbound Staging	QDCIN2	Q240427
Mar 2024	BINT110378	H7AGM	72	Inbound Staging	QDCIN2	Q240429
Mar 2024	BINT110380	H6AGM	72	Inbound Staging	QDCIN2	Q240423
Mar 2024	BINT110382	H6AGM	72	Inbound Staging	QDCIN2	Q240430
Mar 2024	BINT110384	H7AGM	72	Inbound Staging	QDCIN2	Q240432
Mar 2024	BINT110385	H7AGM	72	Inbound Staging	QDCIN2	Q240433
Mar 2024	BINT110386	318V	14	Inbound Staging	QDCIN2	Q190250
Mar 2024	BINT110387	318V	14	Inbound Staging	QDCIN2	Q190154
Mar 2024	BINT110388	D12350	100	Inbound Staging	QDCIN2	Q240205
Mar 2024	BINT110389	MBTZ7S	12	Inbound Staging	QDCIN2	Q170105
Mar 2024	BINT110390	PV-10-BLK	1000	Inbound Staging	QDCIN2	Q270139
Mar 2024	BINT110391	D12260	24	Inbound Staging	QDCIN2	Q270144
Mar 2024	BINT110392	D12450	10	Inbound Staging	QDCIN2	Q240107
Mar 2024	BINT110393	65AGM	4	Inbound Staging	QDCIN2	Q210102
Mar 2024	BINT110394	181150F	60	Inbound Staging	QDCIN2	Q270144
Mar 2024	BINT110395	LMI1-M-1-0	100	Inbound Staging	QDCIN2	Q270144
Mar 2024	BINT110396	N100-4	4	Inbound Staging	QDCIN2	Q210152
Mar 2024	BINT110397	24FAGM	8	Inbound Staging	QDCIN2	Q190130
Mar 2024	BINT110398	4891R-6MF	6	Inbound Staging	QDCIN2	Q200141
Mar 2024	BINT110399	EV24A-AM8	6	Inbound Staging	QDCIN2	Q250121
Mar 2024	BINT110400	31T750-AB	54	Inbound Staging	QDCIN2	Q220324
Mar 2024	BINT110401	8D1155-AB	16	Inbound Staging	QDCIN2	Q230104
Mar 2024	BINT110402	8D1155-AB	16	Inbound Staging	QDCIN2	Q230203
Mar 2024	BINT110404	8D1155-AB	16	Inbound Staging	QDCIN2	Q230204
Mar 2024	BINT110405	4D1000-AB	20	Inbound Staging	QDCIN2	Q210247
Mar 2024	BINT110406	4D1000-AB	20	Inbound Staging	QDCIN2	Q210349
Mar 2024	BINT110407	31T750-AB	54	Inbound Staging	QDCIN2	Q270325
Mar 2024	BINT110408	31T925-AB	54	Inbound Staging	QDCIN2	Q270225
Mar 2024	BINT110409	31T925-AB	54	Inbound Staging	QDCIN2	Q270327
Mar 2024	BINT110410	31T925-AB	54	Inbound Staging	QDCIN2	Q270328
Mar 2024	BINT110411	31A950-AB	54	Inbound Staging	QDCIN2	Q270227
Mar 2024	BINT110412	31A950-AB	54	Inbound Staging	QDCIN2	Q270228
Mar 2024	BINT110413	31T700-AB	54	Inbound Staging	QDCIN2	Q270425
Mar 2024	BINT110415	31T700-AB	54	Inbound Staging	QDCIN2	Q270426
Mar 2024	BINT110417	31T700-AB	54	Inbound Staging	QDCIN2	Q270427
Mar 2024	BINT110219	H6AGM	11	Inbound Staging	QDCIN2	Q220117
Mar 2024	BINT109802	24-6MFCM	6	Inbound Staging	QDCIN1	Q190122
Mar 2024	BINT109803	PPS2LG	3500	Inbound Staging	QDCIN1	Quebec DC
Mar 2024	BINT109804	UNIAGMS2	1000	Inbound Staging	QDCIN1	Quebec DC
Mar 2024	BINT109805	79-7	8	Inbound Staging	QDCIN1	Q210114
Mar 2024	BINT109806	BKAMG-500	30	Inbound Staging	QDCIN2	Quebec DC
Mar 2024	BINT109807	CEMIXT8	500	Inbound Staging	QDCIN1	Quebec DC
Mar 2024	BINT109808	AFST4	500	Inbound Staging	QDCIN1	Quebec DC
Mar 2024	BINT109809	FST8	3750	Inbound Staging	QDCIN1	Quebec DC
Mar 2024	BINT109810	CET8	3500	Inbound Staging	QDCIN1	Quebec DC
Mar 2024	BINT109811	PPS1	500	Inbound Staging	QDCIN1	Quebec DC
Mar 2024	BINT109812	SP-21080E00	1	Inbound Staging	QDCIN1	Quebec DC
Mar 2024	BINT109813	UNI42S2	1500	Inbound Staging	QDCIN1	Quebec DC
Mar 2024	BINT109814	WHITELABEL	500	Inbound Staging	QDCIN1	Quebec DC
Mar 2024	BINT109815	UNICOMT8	1000	Inbound Staging	QDCIN1	Quebec DC
Mar 2024	BINT109816	D12180D	12	Inbound Staging	QDCIN1	Q180113
Mar 2024	BINT109817	D12750D	2	Inbound Staging	QDCIN1	Q180130
Mar 2024	BINT109818	EV512A-210FT	2	Inbound Staging	QDCIN2	Q240135
Mar 2024	BINT109819	RNW865DCBRK125	3	Inbound Staging	QDCIN2	Q170109
Mar 2024	BINT109820	D6140T	12	Inbound Staging	QDCIN2	Q180139
Mar 2024	BINT109822	RNW865105001	1	Inbound Staging	QDCIN2	Q270136
Mar 2024	BINT109823	8010-044	2	Inbound Staging	QDCIN2	Q260123
Mar 2024	BINT109824	C50N18L-A3	3	Inbound Staging	QDCIN2	Q230225
Mar 2024	BINT109826	CTX14HL-BS	3	Inbound Staging	QDCIN2	Q240221
Mar 2024	BINT109827	D12100SD	24	Inbound Staging	QDCIN2	Q180108
Mar 2024	BINT109828	PS-1212F1	43	Inbound Staging	QDCIN2	Q270143
Mar 2024	BINT109832	5738-005BS	26	Inbound Staging	QDCIN2	Q270141
Mar 2024	BINT109833	8323-E	1	Inbound Staging	QDCIN2	Q270139
Mar 2024	BINT109834	RC300	5	Inbound Staging	QDCIN2	Q270144
Mar 2024	BINT109835	VEBPC900100014	2	Inbound Staging	QDCIN2	Q170107
Mar 2024	BINT109836	VEPIN245010500	1	Inbound Staging	QDCIN2	Q170107
Mar 2024	BINT109855	D12450D	5	Inbound Staging	QDCIN2	Q180121
Mar 2024	BINT109901	8D-7	32	Inbound Staging	QDCIN2	Q270108
Mar 2024	BINT109903	8D-6	32	Inbound Staging	QDCIN2	Q260101
Mar 2024	BINT109905	8D-7	32	Inbound Staging	QDCIN2	Q270101
Mar 2024	BINT109906	8D-7	32	Inbound Staging	QDCIN2	Q270102
Mar 2024	BINT109908	8D-7	32	Inbound Staging	QDCIN2	Q270107
Mar 2024	BINT109909	8D-7	32	Inbound Staging	QDCIN2	Q270106
Mar 2024	BINT109911	8D-7	32	Inbound Staging	QDCIN2	Q270105
Mar 2024	BINT109912	8D-7	32	Inbound Staging	QDCIN2	Q270104
Mar 2024	BINT109914	8D-7	32	Inbound Staging	QDCIN2	Q270103
Mar 2024	BINT109916	8D-7	32	Inbound Staging	QDCIN2	Q210122
Mar 2024	BINT109732	RACK9	9	Inbound Staging	QDCIN2	Q180427
Mar 2024	BINT109733	RACK18	7	Inbound Staging	QDCIN2	Q180427
Mar 2024	BINT109734	RACK18	7	Inbound Staging	QDCIN2	Q270339
Mar 2024	BINT109735	RACK9	9	Inbound Staging	QDCIN2	Q270339
Mar 2024	BINT109736	D12550	66	Inbound Staging	QDCIN2	Q180224
Mar 2024	BINT109738	D12350	100	Inbound Staging	QDCIN2	Q180217
Mar 2024	BINT109744	D6120	630	Inbound Staging	QDCIN2	Q180236
Mar 2024	BINT109747	D1272F2	540	Inbound Staging	QDCIN2	Q180227
Mar 2024	BINT109750	27DC	54	Inbound Staging	QDCIN1	Q200340
Mar 2024	BINT109751	27DC	54	Inbound Staging	QDCIN1	Q200239
Mar 2024	BINT109753	27DC	54	Inbound Staging	QDCIN1	Q200240
Mar 2024	BINT109754	27DC	54	Inbound Staging	QDCIN1	Q200344
Mar 2024	BINT109755	27DC	54	Inbound Staging	QDCIN1	Q200244
Mar 2024	BINT109756	27DC	54	Inbound Staging	QDCIN1	Q200247
Mar 2024	BINT109757	27DC	54	Inbound Staging	QDCIN1	Q200248
Mar 2024	BINT109758	27DC	54	Inbound Staging	QDCIN1	Q200249
Mar 2024	BINT109759	27DC	54	Inbound Staging	QDCIN1	Q200353
Mar 2024	BINT109760	27DC	54	Inbound Staging	QDCIN1	Q200354
Mar 2024	BINT109761	27DC	54	Inbound Staging	QDCIN1	Q190253
Mar 2024	BINT109762	27DC	54	Inbound Staging	QDCIN1	Q190252
Mar 2024	BINT109763	27DC	54	Inbound Staging	QDCIN1	Q190228
Mar 2024	BINT109764	27DC	13	Inbound Staging	QDCIN1	Q190144
Mar 2024	BINT109765	45-5	12	Inbound Staging	QDCIN1	Q200136
Mar 2024	BINT109766	22NF-5	12	Inbound Staging	QDCIN1	Q190116
Mar 2024	BINT109769	N120-4	25	Inbound Staging	QDCIN2	Q210150
Mar 2024	BINT109770	65AGM	16	Inbound Staging	QDCIN2	Q210102
Mar 2024	BINT109788	PV-10-BLK	1500	Inbound Staging	QDCIN2	Q270139
Mar 2024	BINT109789	MBTX20UHD	24	Inbound Staging	QDCIN2	Q180105
Mar 2024	BINT109790	MBTX30UHD	12	Inbound Staging	QDCIN2	Q170202
Mar 2024	BINT109791	735X036	60	Inbound Staging	QDCIN2	Q270143
Mar 2024	BINT109792	31BOX	24	Inbound Staging	QDCIN2	Q270233
Mar 2024	BINT109793	804-1240-02	6	Inbound Staging	QDCIN2	Q270126
Mar 2024	BINT109794	D12450	30	Inbound Staging	QDCIN2	Q180221
Mar 2024	BINT109795	RNW8651034	3	Inbound Staging	QDCIN2	Q170212
Mar 2024	BINT109797	EV31A-A	8	Inbound Staging	QDCIN1	Q270114
Mar 2024	BINT109798	EV24A-AM8	6	Inbound Staging	QDCIN1	Q270114
Mar 2024	BINT109561	31S-9	60	Inbound Staging	QDCIN1	Q160408
Mar 2024	BINT109562	31S-9	60	Inbound Staging	QDCIN1	Q160409
